OSOURCE,STATE,ZIP,MAILCODE,NOEXCH,MDMAUD,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
APP,FL,34481,A,0,XXXX,29,,U,F,0,L,F,C,C,2
FCR,GA,30297,A,0,XXXX,30,E,H,M,3,L,F,A,C,3
UCA,other,84335-,A,0,XXXX,40,E,H,F,3,L,F,C,T,2
GPS,other,58270,A,0,XXXX,46,,U,M,3,L,D,D,R,2
PGR,GA,30327,A,0,XXXX,14,E,H,F,1,L,F,A,S,1
L02,other,67801,A,0,XXXX,40,E,H,M,3,L,F,D,T,2
DEL,IL,61605,A,0,XXXX,40,,H,F,3,L,F,B,R,2
PBL,MI,48060,A,0,XXXX,30,E,H,M,3,L,E,A,C,3
NWN,CA,94109,A,0,XXXX,9,I,U,F,0,L,F,A,U,3
IMP,CA,95207,A,0,XXXX,10,E,U,M,3,L,E,B,U,4
CNT,MO,63056,A,0,XXXX,49,I,U,M,2,L,F,A,R,2
DNA,IN,46204,A,0,XXXX,10,,U,F,1,L,E,B,U,4
ESN,other,72958,A,0,XXXX,51,,U,F,0,L,F,D,R,3
MBC,other,86004,A,0,XXXX,27,E,H,M,3,L,G,C,C,2
IMP,IL,60130,A,0,XXXX,1,I,H,M,1,L,F,A,U,1
WMD,FL,33712,A,0,XXXX,4,E,U,M,3,L,D,A,U,2
TRU,WI,54634-,A,0,XXXX,45,,U,F,3,L,E,D,R,2
LKE,MO,64156,A,0,XXXX,18,,H,F,3,L,G,B,S,2
FIG,FL,32210,A,0,XXXX,31,I,U,F,0,L,D,B,C,3
ADD,other,97005,A,0,XXXX,22,,U,M,0,L,F,B,C,1
NPT,other,39530,A,0,XXXX,26,E,U,M,3,L,F,C,C,2
JFY,other,85231,A,0,XXXX,39,,U,F,2,L,E,C,T,2
SYN,other,96734,A,0,XXXX,27,,H,F,2,L,F,B,C,2
DNA,FL,34209,A,0,XXXX,28,E,H,M,3,L,G,B,C,2
BOA,WA,99362,A,0,XXXX,36,,U,M,0,L,F,D,T,2
TOG,IN,47834-,A,0,XXXX,36,,U,F,1,L,E,C,T,2
PV3,other,41159,A,0,XXXX,51,E,U,M,3,L,G,D,R,3
CFI,FL,33774,A,0,XXXX,29,,U,F,0,L,D,A,C,2
ARG,WI,53211,A,0,XXXX,1,E,U,F,2,L,F,B,U,1
SYN,NC,28120,A,0,XXXX,48,E,U,M,2,L,F,B,R,2
BHG,CA,92844,A,0,XXXX,6,I,U,M,0,L,E,A,U,2
DNA,MO,63124,A,0,XXXX,23,E,U,M,3,L,E,A,C,1
HAN,other,42071-,A,0,XXXX,40,,U,M,3,L,E,D,T,2
LIS,FL,33755,A,0,XXXX,8,E,H,M,3,L,F,A,U,3
AML,other,97302,A,0,XXXX,27,E,U,M,2,L,E,B,C,2
ASC,MO,65692,A,0,XXXX,51,,H,M,2,L,F,D,R,3
EPS,IL,60626,A,0,XXXX,3,E,H,F,3,L,E,A,U,1
FCR,MO,64503,A,0,XXXX,27,E,H,M,3,L,F,C,C,2
MBC,other,29440,A,0,XXXX,41,E,H,M,2,L,E,D,T,3
WKB,other,84115,A,0,XXXX,8,E,H,M,3,L,E,B,U,3
L02,TX,79109,A,0,XXXX,24,E,H,F,3,L,G,C,C,1
AQU,CA,92084,A,0,XXXX,36,E,H,F,2,L,F,A,T,2
MCC,other,71409,A,0,XXXX,47,E,U,F,2,L,D,C,R,2
LHJ,TX,77075,A,0,XXXX,18,E,H,F,3,L,F,A,S,2
CNT,FL,33852,A,0,XXXX,48,E,H,F,3,L,E,C,R,2
HOS,GA,30066,A,0,XXXX,14,,H,F,3,L,F,A,S,1
IMP,MO,65023,A,0,XXXX,49,E,U,F,3,L,G,C,R,2
HFS,other,55118,A,0,XXXX,21,E,H,M,3,L,E,A,S,3
BRK,NC,27301,A,0,XXXX,32,E,H,F,3,L,E,B,C,3
SYN,other,70769,A,0,XXXX,39,E,H,F,3,L,G,B,T,2
ADM,other,69038,A,0,XXXX,27,I,U,F,0,L,F,D,C,2
MBC,other,89117-,A,0,XXXX,11,,U,F,0,L,E,B,S,1
EAS,WA,98133,A,0,XXXX,3,E,U,F,3,L,G,A,U,1
PBL,other,39211,A,0,XXXX,13,E,H,F,3,L,F,B,S,1
PV3,CA,91950,A,0,XXXX,8,E,H,F,3,L,F,A,U,3
HAN,other,42754,A,0,XXXX,51,,U,F,0,L,G,D,R,3
ESN,FL,32086,A,0,XXXX,43,E,H,F,3,L,F,B,R,2
GRT,IL,60464,A,0,XXXX,12,,H,F,1,L,F,A,S,1
DUR,MI,49548,A,0,XXXX,21,E,H,F,3,L,E,B,S,3
L01,other,37914,A,0,XXXX,35,E,H,M,3,L,E,B,T,1
FOR,MI,49201,A,0,XXXX,40,,U,F,0,L,D,C,T,2
MBC,IN,47111,A,0,XXXX,43,,U,M,0,L,F,B,R,2
AML,CA,94578,A,0,XXXX,8,,H,F,3,L,E,A,U,3
STL,WA,98110,A,0,XXXX,35,E,H,M,3,L,F,C,T,1
BHG,CA,92591,A,0,XXXX,20,E,U,M,3,L,E,A,S,2
STL,IN,46350,A,0,XXXX,40,E,U,M,3,L,F,C,R,2
MBC,other,37865,A,0,XXXX,43,,U,F,2,L,F,B,R,2
ESN,TX,77025,A,0,XXXX,4,E,U,F,1,L,G,A,U,2
AIR,FL,32547,A,0,XXXX,24,,U,F,0,L,E,C,C,1
IMP,FL,32174,A,0,XXXX,40,E,U,M,2,L,E,B,R,2
AVN,MO,63116,A,0,XXXX,20,E,H,F,2,L,F,A,S,2
UCA,other,36693,A,0,XXXX,12,E,U,M,1,L,F,B,S,1
ESN,CA,92653,A,0,XXXX,11,,U,M,0,L,G,A,S,1
ENQ,CA,92704,A,0,XXXX,8,,H,F,3,L,G,A,U,3
HOS,other,38671,A,0,XXXX,21,,H,F,2,L,G,B,S,3
KEN,other,36526,A,0,XXXX,49,E,H,M,3,L,E,B,R,2
HHH,FL,34667,A,0,XXXX,29,E,U,F,3,L,F,A,C,2
SH3,other,80123,A,0,XXXX,12,,U,F,0,L,E,B,S,1
SYN,other,73008,A,0,XXXX,20,,H,F,1,L,F,B,S,2
BRY,NC,27317,A,0,XXXX,41,E,U,M,3,L,G,B,T,3
L02,GA,30458,A,0,XXXX,36,,U,M,1,L,F,D,T,2
HOS,WA,98844,A,0,XXXX,53,,U,F,2,L,F,D,R,3
STR,WI,54501,A,0,XXXX,36,E,H,M,3,L,D,D,T,2
STR,WI,54012,A,0,XXXX,51,E,H,F,1,L,F,A,R,3
AML,CA,92106,A,0,XXXX,3,,U,M,3,L,G,A,U,1
GHS,WI,53511,A,0,XXXX,27,E,U,F,3,L,F,C,C,2
SYC,other,29587,A,0,XXXX,38,E,H,F,2,L,E,C,T,2
ANT,other,71303,A,0,XXXX,47,,U,F,0,L,F,C,R,2
ARG,other,97402,A,0,XXXX,21,I,U,M,1,L,F,B,S,3
STR,CA,92543,A,0,XXXX,11,,U,F,0,L,F,A,S,1
NAS,FL,32692,A,0,XXXX,48,E,H,F,2,L,F,D,R,2
NHB,other,73105,A,0,XXXX,32,E,H,M,2,L,F,B,C,3
STR,other,70072,B,0,XXXX,18,E,H,F,3,L,E,B,S,2
DRK,IL,60464,A,0,XXXX,12,,U,Other,1,L,E,A,S,1
RMG,TX,75401,A,0,XXXX,41,E,H,M,3,L,G,C,T,3
AML,TX,77004,A,0,XXXX,7,E,H,M,3,L,F,A,U,2
DNA,other,38801,A,0,XXXX,35,E,H,F,3,L,D,C,T,1
NHB,IN,47804-,A,0,XXXX,40,E,H,M,3,L,F,C,T,2
IDE,FL,34233,A,0,XXXX,29,E,H,M,3,L,E,B,C,2
ANN,IL,60629,A,0,XXXX,8,,U,F,0,L,F,A,U,3
DEL,WA,99350,A,1,XXXX,49,E,U,F,1,L,F,C,R,2
DNA,IL,62401,A,0,XXXX,38,E,H,M,3,L,E,D,T,2
HCC,other,96822,A,0,XXXX,23,I,U,F,0,L,F,B,C,1
PBC,other,59701,A,0,XXXX,40,,H,M,2,L,F,D,T,2
SPG,FL,34224,A,0,XXXX,36,E,H,M,3,L,F,C,T,2
NAS,WA,98203,A,0,XXXX,30,E,U,F,2,L,E,A,C,3
ASC,other,97367,A,0,XXXX,28,E,H,F,3,L,F,D,C,2
DUR,CA,91910,A,0,XXXX,7,I,U,F,0,L,F,A,U,2
NAS,TX,78596,A,0,XXXX,39,,U,M,1,L,F,B,T,2
AGR,other,96822,A,0,XXXX,1,E,H,F,3,L,F,B,U,1
BRK,other,97850,A,0,XXXX,38,,H,F,1,L,E,D,T,2
MCC,FL,32952,A,0,XXXX,14,E,H,F,1,L,E,B,S,1
FRC,other,37801,A,0,XXXX,36,,U,F,0,L,E,B,T,2
APP,WA,98002,A,0,XXXX,16,,U,F,0,L,F,A,S,2
SUN,CA,95821,A,0,XXXX,2,E,H,F,3,L,F,B,U,1
TVF,GA,30562,A,0,XXXX,46,E,U,F,1,L,F,D,R,2
ARG,CA,94589,A,0,XXXX,18,E,H,M,3,L,F,A,S,2
BHG,other,67037,A,0,XXXX,35,E,H,M,2,L,E,B,T,1
ARG,other,55405,A,0,XXXX,2,E,H,F,3,L,F,A,U,1
ASC,IL,60101,A,0,XXXX,20,E,H,F,3,L,F,A,S,2
GPS,NC,27011,A,0,XXXX,49,,U,M,0,L,E,B,R,2
ESN,IL,60621,A,0,XXXX,10,E,H,F,3,L,G,A,U,4
L06,other,51565,A,0,XXXX,53,E,H,M,2,L,D,D,R,3
MCO,IN,47037,A,0,XXXX,51,,U,F,0,L,G,D,R,3
L06,FL,32193,A,0,XXXX,53,,U,F,0,L,D,C,R,3
ESN,other,83274,A,0,XXXX,49,,U,M,1,L,F,D,R,2
DUR,other,74150,A,0,XXXX,25,,U,M,0,L,F,B,C,2
MBC,FL,32789,A,0,XXXX,31,,U,F,0,L,D,B,C,3
DRK,MI,48439,A,0,XXXX,17,E,U,F,3,L,D,B,S,2
SGI,other,70126,A,0,XXXX,12,E,H,F,2,L,F,B,S,1
ARG,CA,92672,A,0,XXXX,11,E,U,M,1,L,E,A,S,1
IMP,other,80017,A,0,XXXX,18,E,H,M,3,L,E,B,S,2
GRI,other,66015,A,0,XXXX,53,,U,M,0,L,E,D,R,3
L21,other,7737,A,0,XXXX,13,,U,F,0,L,G,A,S,1
L16,CA,92801,A,0,XXXX,6,E,H,M,2,L,F,A,U,2
STR,other,86504,A,0,XXXX,43,E,H,F,2,L,F,D,R,2
FRC,other,85339,A,0,XXXX,39,,U,F,2,L,E,A,T,2
EQM,MI,49431,A,0,XXXX,37,,U,M,0,L,F,D,T,2
DNA,other,87505,A,0,XXXX,24,I,U,M,0,L,G,C,C,1
ASH,CA,94578,A,0,XXXX,7,E,U,F,2,L,F,A,U,2
L02,GA,30577,A,0,XXXX,36,E,U,M,1,L,F,D,T,2
NON,other,97836,A,0,XXXX,46,E,H,F,2,L,G,D,R,2
SPN,other,55320,A,0,XXXX,44,,U,F,0,L,F,C,R,2
L01,other,39532,A,0,XXXX,30,I,U,M,0,L,D,C,C,3
TX2,other,73145,A,0,XXXX,39,E,H,M,2,L,F,B,T,2
USB,MI,48342,A,0,XXXX,32,E,H,F,2,L,G,A,C,3
WKB,IN,47451,A,0,XXXX,43,I,U,F,1,L,E,D,R,2
L01,other,99508,A,0,XXXX,24,E,H,M,3,L,G,C,C,1
AML,other,97229,A,0,XXXX,49,,U,M,0,L,E,B,R,2
HCC,other,35209,A,0,XXXX,26,,U,F,0,L,G,B,C,2
L16,CA,90012,A,0,XXXX,10,E,H,M,2,L,F,A,U,4
HOW,IL,61528,A,0,XXXX,34,E,H,F,2,L,E,B,T,1
BHG,NC,28377-,A,0,XXXX,50,E,U,F,2,L,E,C,R,3
TVF,other,37857,A,0,XXXX,43,E,H,F,2,L,G,B,R,2
GLP,IN,46818,A,0,XXXX,39,E,U,F,2,L,F,B,T,2
MBC,other,80123,A,0,XXXX,14,,H,F,3,L,E,B,S,1
L01,CA,92804,A,0,XXXX,7,E,U,M,3,L,G,A,U,2
DBL,other,80922,A,0,XXXX,40,E,H,M,3,L,F,B,T,2
DCD,MI,48009,A,0,XXXX,11,E,H,M,3,L,F,A,S,1
OHI,FL,32225,A,0,XXXX,11,E,H,F,3,L,F,B,S,1
HCC,other,37914,A,0,XXXX,27,E,H,F,2,L,E,B,C,2
SSS,other,80223,A,0,XXXX,8,E,H,M,3,L,F,B,U,3
PME,IN,46919,A,0,XXXX,44,E,H,M,3,L,F,D,R,2
IMP,GA,30044,A,0,XXXX,17,E,H,F,2,L,G,A,S,2
DDA,MO,64801,A,0,XXXX,39,E,H,F,3,L,E,C,T,2
SYN,other,85051,A,0,XXXX,5,E,H,F,2,L,G,A,U,2
BHG,FL,32526,A,0,XXXX,27,,U,F,1,L,G,B,C,2
MIL,CA,95228,A,0,XXXX,46,E,U,F,2,L,E,D,R,2
SCL,FL,34133-,A,0,XXXX,40,,U,F,0,L,E,B,R,2
DRK,FL,33853,A,0,XXXX,46,E,H,F,3,L,E,B,R,2
LEO,WI,54556,A,0,XXXX,51,E,U,F,3,L,G,D,R,3
MCO,other,97502,A,0,XXXX,36,E,H,F,2,L,E,C,T,2
LHJ,other,38135,A,0,XXXX,12,,H,Other,1,L,D,B,S,1
PCL,other,82636,A,0,XXXX,41,,U,M,2,L,F,C,T,3
AML,CA,94040,A,0,XXXX,15,,U,M,3,L,E,A,S,1
AGR,GA,30102,A,0,XXXX,14,E,U,M,3,L,F,A,S,1
AML,FL,32223,A,0,XXXX,14,E,H,M,3,L,G,B,S,1
GUR,other,38583,A,0,XXXX,43,E,U,M,3,L,F,D,R,2
BHG,IN,46804,A,0,XXXX,34,I,U,F,0,L,E,B,T,1
FGM,IL,60195,A,0,XXXX,24,E,H,F,3,L,F,A,C,1
DNA,other,41139,A,0,XXXX,27,E,H,F,2,L,G,B,C,2
BHB,other,83001,A,0,XXXX,42,,U,F,0,L,E,D,R,1
AML,other,74127,A,0,XXXX,41,E,H,M,3,L,G,B,T,3
SPG,other,38544,A,0,XXXX,27,E,H,M,3,L,F,D,C,2
HOS,FL,32926,A,0,XXXX,18,E,H,F,3,L,F,B,S,2
IMP,other,97201,A,0,XXXX,13,,U,F,0,L,D,B,S,1
ASC,CA,92570,A,0,XXXX,36,I,U,M,0,L,F,A,T,2
WKB,FL,33823,A,0,XXXX,41,E,H,F,3,L,F,B,T,3
MBC,other,89701,A,0,XXXX,24,E,H,F,3,L,F,D,C,1
IMA,CA,90732,A,0,XXXX,2,E,H,M,3,L,F,A,U,1
LIS,CA,95713,A,0,XXXX,46,E,H,M,3,L,F,B,R,2
IMA,IL,60077,A,0,XXXX,12,,U,F,0,L,E,A,S,1
TVG,MI,48852,A,0,XXXX,51,,U,F,0,L,E,D,R,3
MON,IL,60660,A,0,XXXX,3,E,U,M,2,L,G,A,U,1
AML,other,89117,A,0,XXXX,12,,H,M,2,L,E,B,S,1
ARG,FL,33032,A,0,XXXX,32,E,H,F,3,L,G,A,C,3
CRS,CA,94116,A,0,XXXX,2,E,H,F,3,L,E,A,U,1
L02,CA,91741,A,0,XXXX,40,E,H,F,3,L,F,A,R,2
AMB,FL,33316,A,0,XXXX,31,,U,F,0,L,G,A,C,3
BHG,CA,93706,A,0,XXXX,30,E,H,F,3,L,F,B,C,3
AML,other,37013,A,0,XXXX,18,E,H,F,3,L,E,B,S,2
L06,FL,33463,A,0,XXXX,29,E,H,F,3,L,D,B,C,2
MCC,CA,94551,A,0,XXXX,31,,U,F,0,L,F,A,C,3
TVH,CA,91606,A,0,XXXX,7,E,H,M,3,L,F,A,U,2
NEW,CA,95014,A,0,XXXX,14,E,H,F,3,L,G,A,S,1
CNT,other,85742,A,0,XXXX,40,,H,F,2,L,F,B,R,2
OVS,CA,90049,A,0,XXXX,13,E,H,F,3,L,F,A,S,1
BHG,IL,62875,A,0,XXXX,45,,H,M,3,L,F,D,R,2
APP,MI,48073,A,0,XXXX,26,E,H,M,3,L,E,A,C,2
FRC,CA,94566,A,0,XXXX,24,E,H,F,2,L,F,A,C,1
MBC,IL,62298,A,0,XXXX,46,E,H,M,3,L,E,A,R,2
IMP,MO,63123,A,0,XXXX,13,I,U,F,0,L,F,A,S,1
YKA,IN,47978,A,0,XXXX,43,E,H,F,3,L,F,D,R,2
ASC,TX,75755,A,0,XXXX,11,,U,F,0,L,E,D,S,1
DNA,FL,33030,A,0,XXXX,27,E,H,F,3,L,G,A,C,2
L01,CA,92833,A,0,XXXX,14,I,U,F,0,L,F,A,S,1
BAN,TX,76502,A,0,XXXX,27,E,H,M,3,L,F,C,C,2
IMP,NC,27012,A,0,XXXX,34,E,H,F,1,L,E,B,T,1
AMB,FL,34208,A,0,XXXX,30,E,H,M,3,L,E,B,C,3
DNA,MI,48306,A,0,XXXX,14,I,U,F,0,L,F,A,S,1
STA,other,36109,A,0,XXXX,34,,H,F,1,L,F,B,T,1
L21,other,37215,A,0,XXXX,13,,U,M,0,L,F,B,S,1
GDA,other,85257,A,0,XXXX,17,E,H,M,3,L,F,A,S,2
MBC,CA,95611,A,0,XXXX,8,E,H,F,3,L,D,B,U,3
HOS,other,36869,A,0,XXXX,39,,U,F,0,L,D,B,T,2
RED,CA,92703,A,0,XXXX,8,I,U,F,0,L,G,A,U,3
CHT,CA,94121,A,0,L2CM,3,E,H,M,3,L,F,A,U,1
LIS,IL,60617,A,0,XXXX,2,E,H,F,2,L,G,A,U,1
WKB,MI,49464,A,0,XXXX,37,E,H,M,3,L,E,B,T,2
BHG,TX,77060-,A,0,XXXX,10,,U,F,0,L,F,A,U,4
CFI,MI,48849-,A,0,XXXX,49,,U,M,0,L,E,D,R,2
JUD,GA,30281,A,0,XXXX,40,,U,F,0,L,E,A,T,2
AML,CA,95405,A,0,XXXX,24,E,H,F,3,L,E,A,C,1
STR,other,72576,A,0,XXXX,53,E,U,F,2,L,G,D,R,3
IMP,IL,61244,A,0,XXXX,31,E,H,F,3,L,F,B,C,3
DNA,other,8225,A,0,XXXX,23,,H,M,2,L,F,B,C,1
STR,CA,90041,A,0,XXXX,8,,U,F,2,L,D,A,U,3
SYN,FL,32409,A,0,XXXX,51,E,H,F,2,L,F,C,R,3
HHH,other,80631,A,0,XXXX,30,E,U,M,1,L,F,C,C,3
AGR,FL,33702,A,0,XXXX,7,,U,F,0,L,F,A,U,2
MAT,TX,77651,A,0,XXXX,30,E,H,F,3,L,D,B,C,3
BRP,WA,98926,A,0,XXXX,36,E,H,F,3,L,F,D,T,2
AML,other,80033,A,0,XXXX,12,E,H,F,3,L,F,B,S,1
ANT,IL,62040,A,0,XXXX,21,E,H,M,3,L,F,A,S,3
MCC,CA,92128,A,0,XXXX,22,E,U,F,1,L,F,A,C,1
PCH,NC,28123,A,0,XXXX,35,I,H,M,2,L,F,C,T,1
RMG,other,89108,A,0,XXXX,17,E,U,M,2,L,F,B,S,2
HOS,MI,48066,A,0,XXXX,8,E,H,F,3,L,F,A,U,3
HOR,other,67213-,A,0,XXXX,24,E,H,F,1,L,F,B,C,1
HCC,other,89129,A,0,XXXX,35,,U,M,0,L,F,B,T,1
FRC,other,66071,A,0,XXXX,53,,U,M,0,L,D,B,R,3
APP,NC,28711,A,0,XXXX,26,E,U,F,3,L,F,C,C,2
MBC,CA,93245,A,0,XXXX,44,E,H,M,3,L,E,C,R,2
L01,other,81067,A,0,XXXX,46,E,U,M,3,L,G,D,R,2
SYN,other,85028,A,0,XXXX,13,E,H,F,3,L,F,A,S,1
SYN,other,97230,A,0,XXXX,16,E,H,F,2,L,F,B,S,2
DUR,MO,64444,A,0,XXXX,43,I,U,M,2,L,E,B,R,2
HER,IL,61201,A,0,XXXX,20,E,H,F,3,L,D,B,S,2
AMB,other,81001,A,0,XXXX,28,E,H,M,3,L,E,C,C,2
ARG,FL,32934,A,0,XXXX,25,,H,M,1,L,F,B,C,2
MBC,NC,28560,A,0,XXXX,28,,U,F,0,L,E,C,C,2
USB,CA,91706,A,0,XXXX,8,E,H,M,3,L,F,A,U,3
UCA,CA,92356,A,0,XXXX,53,E,H,F,2,L,F,A,R,3
LHJ,TX,76048,A,0,XXXX,38,E,H,F,3,L,F,D,T,2
L15,other,35619,A,0,XXXX,49,,U,M,0,L,E,C,R,2
AMB,other,38256,B,0,XXXX,53,,U,M,2,L,F,D,R,3
COS,IN,46410,A,0,XXXX,28,E,H,F,3,L,E,A,C,2
HOS,GA,31717,A,0,XXXX,39,,U,F,0,L,F,D,T,2
L11,other,83654,A,0,XXXX,49,E,H,M,2,L,E,D,R,2
AGS,CA,95116,A,0,XXXX,8,E,H,M,3,L,F,A,U,3
AGR,other,29704,A,0,XXXX,49,E,H,M,2,L,F,B,R,2
GCP,NC,27203,A,0,XXXX,47,E,U,F,2,L,F,B,R,2
ASC,WI,53704,A,0,XXXX,17,I,H,Other,1,L,F,B,S,2
CSP,TX,75234,A,0,XXXX,17,E,H,M,3,L,F,A,S,2
RKB,CA,93727,A,0,XXXX,18,E,H,M,3,L,D,B,S,2
MCC,other,71653,A,0,XXXX,47,,U,M,2,L,E,D,R,2
HOS,other,55811,A,0,XXXX,40,,U,F,0,L,F,B,T,2
COK,other,86002,A,0,XXXX,35,I,U,F,0,L,G,C,T,1
IMP,other,80013,A,0,XXXX,17,,H,Other,3,L,G,B,S,2
NWN,MO,63366,A,0,XXXX,35,,U,F,0,L,F,A,T,1
AML,other,97404,A,0,XXXX,12,E,H,M,2,L,F,B,S,1
JHO,CA,92656,A,0,XXXX,11,I,U,M,0,L,G,A,S,1
DRK,IL,60611,A,0,XXXX,40,,U,F,0,L,F,A,R,2
L03,TX,76852,A,0,XXXX,53,E,U,F,3,L,F,D,R,3
DRK,CA,91762-,A,0,XXXX,8,,U,F,0,L,G,A,U,3
STL,FL,32085,A,0,XXXX,41,,H,M,2,L,F,B,T,3
LKE,IL,62040,A,0,XXXX,39,E,H,M,3,L,E,A,T,2
AML,IN,46733,A,0,XXXX,44,I,U,M,1,L,D,D,R,2
ATL,MI,48732,A,0,XXXX,39,,H,M,3,L,D,B,T,2
SUN,WA,98032,A,0,XXXX,31,,U,F,3,L,G,A,C,3
NAS,WA,99009,A,0,XXXX,44,E,U,F,2,L,D,B,R,2
FRC,GA,30459,A,0,XXXX,38,,H,F,3,L,G,D,T,2
AML,MI,48910,A,0,XXXX,27,E,H,F,3,L,F,B,C,2
ADD,other,97045,A,0,XXXX,16,,U,M,1,L,F,B,S,2
CNT,MI,48446,A,0,XXXX,36,E,U,F,1,L,F,A,T,2
HHC,FL,32967,A,0,XXXX,12,,U,M,0,L,G,C,S,1
LIS,other,85208,A,0,XXXX,29,,H,M,2,L,G,A,C,2
SYN,MI,48911,A,0,XXXX,16,E,H,F,2,L,F,B,S,2
NEW,CA,94588,A,0,XXXX,12,,U,F,0,L,G,A,S,1
ESN,WI,54521,A,0,XXXX,46,,U,F,2,L,E,D,R,2
EAS,other,38606-,A,0,XXXX,47,E,H,F,2,L,F,D,R,2
ARG,CA,90620-,A,0,XXXX,9,E,H,M,3,L,G,A,U,3
SYN,other,55614,A,0,XXXX,53,,U,M,2,L,E,D,R,3
APP,other,29720,A,0,XXXX,43,E,H,M,3,L,E,D,R,2
MBC,other,29302,A,0,XXXX,27,E,H,F,2,L,F,B,C,2
L15,other,97330,A,0,XXXX,24,E,U,M,1,L,G,C,C,1
AVN,IL,60620,A,0,XXXX,2,E,H,F,3,L,F,A,U,1
NSN,other,72702,A,0,XXXX,27,,U,M,0,L,F,C,C,2
ARG,TX,75050,A,0,XXXX,22,,U,M,0,L,F,A,C,1
JUD,other,50021,A,0,XXXX,38,E,H,F,3,L,F,B,T,2
AML,other,80011,A,0,XXXX,18,,U,F,3,L,E,B,S,2
BHG,CA,95628,A,0,XXXX,6,,H,F,2,L,E,B,U,2
MCO,CA,93308,A,0,XXXX,30,,H,F,3,L,G,B,C,3
DUR,other,89108,A,0,XXXX,18,E,H,F,2,L,E,B,S,2
L02,other,71701,A,0,XXXX,35,E,H,F,3,L,F,D,T,1
ASC,other,55409-,A,0,XXXX,3,E,H,M,3,L,F,A,U,1
DEL,other,37043,A,0,XXXX,40,E,H,M,3,L,F,C,T,2
HHH,other,71202,A,0,XXXX,41,E,H,F,2,L,F,C,T,3
HOS,other,87106,A,0,XXXX,20,I,U,F,0,L,F,B,S,2
BHG,CA,94524,A,0,XXXX,17,E,H,M,2,L,G,A,S,2
IMP,WA,98019,A,0,XXXX,42,E,H,M,2,L,F,A,R,1
SYN,TX,77550-,A,0,XXXX,22,E,U,M,1,L,E,A,C,1
BHG,GA,30096,A,0,XXXX,17,E,H,M,3,L,F,A,S,2
USB,TX,78233-,A,0,XXXX,39,E,H,M,3,L,E,B,T,2
DON,NC,28626,A,0,XXXX,49,,U,F,0,L,F,D,R,2
MBC,MO,63118,A,0,XXXX,10,E,H,F,3,L,G,A,U,4
MCC,GA,30342,A,0,XXXX,13,E,H,F,3,L,F,A,S,1
HJR,CA,90018,A,0,XXXX,9,E,H,M,3,L,F,A,U,3
AML,IN,46970,A,0,XXXX,36,,U,F,0,L,F,D,T,2
GUR,other,74344,A,0,XXXX,48,,H,Other,3,L,F,D,R,2
SCL,MI,49259,A,0,XXXX,8,E,H,M,1,L,F,C,U,3
IMP,CA,94112,A,0,XXXX,6,E,U,M,2,L,D,A,U,2
BOA,other,85022,A,0,XXXX,14,E,H,F,3,L,E,A,S,1
EPL,IL,60016,A,0,XXXX,17,E,H,F,3,L,E,A,S,2
HOW,other,29047,A,0,XXXX,50,E,U,M,2,L,F,C,R,3
MM1,IL,60458,A,0,XXXX,16,E,H,M,3,L,F,A,S,2
L02,GA,30043,A,0,XXXX,35,E,H,F,3,L,F,A,T,1
HOS,WI,54961,A,0,XXXX,41,E,H,F,3,L,E,D,T,3
MBC,other,42104,A,0,XXXX,40,E,U,F,3,L,E,C,T,2
HLN,TX,78722,A,0,XXXX,2,E,H,M,2,L,F,B,U,1
L21,other,85924,A,0,XXXX,45,I,H,M,2,L,F,D,R,2
TVF,IL,62650,A,0,XXXX,38,E,H,M,3,L,F,D,T,2
BHG,other,85350,A,0,XXXX,52,I,U,F,0,L,E,C,R,3
ARG,WA,98205,A,0,XXXX,20,I,U,F,2,L,G,A,S,2
SGI,IL,60505,A,0,XXXX,30,,U,M,2,L,F,A,C,3
HCC,WA,98801,A,0,XXXX,35,,H,F,2,L,F,C,T,1
USB,MI,49643,B,0,XXXX,49,E,H,F,3,L,F,C,R,2
L13,other,73505,A,0,XXXX,27,E,H,M,3,L,F,C,C,2
PLU,IN,47532,A,0,XXXX,49,,U,F,1,L,E,D,R,2
IMP,IL,61109,A,0,XXXX,18,E,H,F,3,L,E,B,S,2
IMP,TX,77099,A,0,XXXX,4,E,H,M,2,L,F,A,U,2
SYN,other,35453,A,0,XXXX,49,,H,F,2,L,F,C,R,2
FRC,other,97362,A,0,XXXX,49,E,H,M,3,L,E,B,R,2
MCO,GA,30506,A,0,XXXX,36,E,H,F,3,L,F,C,T,2
FRC,CA,90056,A,0,XXXX,2,I,U,F,0,L,F,A,U,1
HHH,CA,95954-,A,0,XXXX,25,E,H,M,3,L,G,C,C,2
IMP,other,97007,A,0,XXXX,40,E,H,F,2,L,F,B,T,2
HOS,other,96826,A,0,XXXX,1,I,U,F,2,L,G,B,U,1
DNA,WI,54501,A,0,XXXX,42,E,H,M,3,L,E,D,R,1
LEO,other,97367,A,0,XXXX,37,,U,Other,3,L,E,D,T,2
IMP,FL,32952,A,0,XXXX,27,E,H,F,3,L,E,B,C,2
L02,TX,78676,A,0,XXXX,24,,H,F,1,L,F,B,C,1
AMB,FL,33308,A,0,XXXX,23,E,H,F,3,L,G,A,C,1
